,0,1,2,3,4,animal
0,0.2536854147911072,0.2089576125144958,0.2357301115989685,0.4153719544410705,0.6260887384414673,1
1,0.1245291978120803,0.2286185771226883,0.4846368134021759,0.4359627962112427,0.3146809935569763,0
2,0.1485719829797744,0.2247247099876403,0.3967015743255615,0.5531819462776184,0.3556157946586609,1
3,0.492111474275589,0.4604023694992065,0.2653703391551971,0.1532168835401535,0.1643543690443039,0
4,0.0451693683862686,0.0165704786777496,0.036342941224575,0.0697529688477516,0.1509197950363159,1
5,0.3073526918888092,0.3892425298690796,0.5316898226737976,0.5250242352485657,0.4983478486537933,0
6,0.425936758518219,0.3237183094024658,0.2523139417171478,0.1935539245605468,0.1363195776939392,1
7,0.3049356639385223,0.3315682411193847,0.2192057520151138,0.1448578387498855,0.1330191195011139,1
8,0.3672868609428406,0.328097939491272,0.2414488047361374,0.2524167895317077,0.3303088247776031,1
9,0.4340609908103943,0.2427246123552322,0.1387951076030731,0.1104592680931091,0.0900278687477111,1
10,0.0961342602968216,0.1032390370965004,0.1278198510408401,0.1871596127748489,0.3946159482002258,0
11,0.1150659844279289,0.1261956691741943,0.1103858575224876,0.1065004020929336,0.1592452228069305,1
12,0.0469655469059944,0.1149353682994842,0.2805935442447662,0.5389618873596191,0.6389912366867065,0
13,0.2633499205112457,0.299061506986618,0.3078252673149109,0.3082194328308105,0.2208305448293686,1
14,0.5565928816795349,0.4764676094055176,0.3573164641857147,0.2807200849056244,0.2660319805145263,0
15,0.2403954118490219,0.0599330179393291,0.0491169020533561,0.0482493825256824,0.1228331923484802,1
16,0.1536593735218048,0.2859030365943908,0.2536234557628631,0.0633790269494056,0.0496606454253196,1
17,0.1852987110614776,0.122980810701847,0.0912033468484878,0.1095054373145103,0.1981511265039444,1
18,0.0711797177791595,0.2915757000446319,0.5662000775337219,0.7054147124290466,0.4099942147731781,0
19,0.0108607048168778,0.0129833240061998,0.0136511921882629,0.0283029545098543,0.0507957339286804,1
20,0.1883455663919448,0.4080032408237457,0.5668421387672424,0.5575377941131592,0.2709736824035644,0
21,0.288635790348053,0.2632121741771698,0.2802007794380188,0.3116380572319031,0.3539755344390869,0
22,0.3998468220233917,0.3469823896884918,0.3567252159118652,0.3831540942192077,0.3564945757389068,1
23,0.6063839793205261,0.5158474445343018,0.4354814291000366,0.3807872533798218,0.3717407882213592,1
24,0.2454060763120651,0.2638758718967438,0.2872421443462372,0.3667933344841003,0.4453088343143463,1
25,0.3388522863388061,0.3836314082145691,0.4457353353500366,0.4725692868232727,0.4414801895618438,1
26,0.3278454840183258,0.240611657500267,0.2692601978778839,0.4308421015739441,0.4024059474468231,1
27,0.0719339996576309,0.137413665652275,0.2241058647632599,0.4701238870620727,0.4790416359901428,1
28,0.3590266406536102,0.5235232710838318,0.5118257403373718,0.249655082821846,0.1353938579559326,1
29,0.4170936644077301,0.3624400794506073,0.3296121656894684,0.3417240977287292,0.3706090450286865,1
30,0.3255848288536072,0.3840546011924743,0.4606794714927673,0.4265119135379791,0.4144525825977325,0
31,0.4327941238880157,0.4595159888267517,0.3903402984142303,0.2450256794691085,0.2134456783533096,0
32,0.0694640278816223,0.0878322497010231,0.081534132361412,0.0402378924190998,0.0981376022100448,1
33,0.0985501185059547,0.2732570171356201,0.6103673577308655,0.692328691482544,0.4943153262138366,0
34,0.1690761893987655,0.1608238071203231,0.1314527988433838,0.1376200169324875,0.1556304097175598,1
35,0.1066830903291702,0.0582580380141735,0.0684195682406425,0.4090576469898224,0.9080718755722046,1
36,0.2680398225784302,0.3921302556991577,0.5550968050956726,0.5059197545051575,0.3831765651702881,0
37,0.6323400139808655,0.6544910073280334,0.1512972861528396,0.0837936922907829,0.0973250493407249,1
38,0.3211702704429626,0.4668854475021362,0.514325737953186,0.4528776705265045,0.3316842317581177,0
39,0.2183142304420471,0.16391421854496,0.1784500926733017,0.327378362417221,0.698310375213623,1
40,0.11580241471529,0.3624103963375091,0.6560653448104858,0.7240960597991943,0.3721069693565368,0
41,0.3823138177394867,0.4758087396621704,0.4333585798740387,0.360486775636673,0.2916002869606018,1
