,0,1,2,animal
0,8.086167772414914,6.8131961401780705,0.6515967274623874,1
1,-14.020510830508355,-17.609502879839933,-29.791565725977502,0
2,9.88773644441388,20.22796281800585,18.509230677393653,1
3,-12.092079594585242,-15.625074998420828,-23.819624896142997,0
4,-30.140635931761903,-24.4077001721342,-20.097540478490316,1
5,-9.154467930696134,-11.561416633876748,-22.616604765941357,0
6,-23.71194046694046,-24.90418357418188,-32.703153948960114,1
7,-24.69189967579492,-16.997050884779057,-16.772926535114202,1
8,29.03331137676628,23.38231322230125,-15.027312130344155,1
9,-30.59700140007981,-30.359215111480104,-35.22064880328672,1
10,-6.3538505683653055,-11.435811862070114,-21.75649814758508,0
11,-28.320785557842303,-23.48700428791433,-21.74418669097267,1
12,-11.460703123609225,-14.616189016898472,-27.65391901863946,0
13,-13.180711702318556,-9.466358079644504,-10.219450178657356,1
14,-9.76486073186327,-12.269271566581567,-23.829096820479943,0
15,-40.15766827653094,-39.155341729885194,-32.790287565894246,1
16,-10.522935808702773,-8.457664031003203,-13.771403044462204,1
17,-10.61056284196269,-6.460727224047533,-5.6748172963803665,1
18,-6.840391640870699,-10.48191487384694,-26.7441054889134,0
19,14.775462539092851,10.947856271496184,-2.6941536586230193,1
20,-12.850763318604892,-15.925251426082104,-27.17204080555174,0
21,-8.840237116600786,-12.080339196111474,-23.57925972484407,0
22,-35.2071226644152,-33.75998862099102,-24.319271504424,1
23,2.2950436351820827,1.0509968847036362,3.2113236859440804,1
24,19.40124498886435,13.398815200963153,-24.08023318078722,1
25,9.386769271709705,5.227602217177099,-2.9023696844550697,1
26,-18.281406621138256,-7.239170347602149,-5.339613318881568,1
27,1.7898442051755112,3.741264432729756,-0.3839539040002178,1
28,23.66247093753937,21.63124068578084,9.308649672195315,1
29,-36.140562986072744,-33.65229787324604,-22.305092315924796,1
30,-9.036561407981385,-12.105507826545471,-20.97276522174026,0
31,-10.488262998044826,-12.387734960157715,-21.513336178961765,0
32,14.779701360066731,10.903232562541962,2.537360684076945,1
33,-11.10727603668002,-13.952283520768914,-25.769606647668063,0
34,-11.088854330563793,-7.849233108656864,-7.787658731527117,1
35,-28.491899223327636,-6.375218978747726,-1.6606997651141138,1
36,-5.954355836670468,-8.964239985064562,-19.744092293407608,0
37,-12.269660647027194,-5.3762141243981505,-6.190777549840277,1
38,-9.5394613340196,-12.565134782964984,-21.47844403079062,0
39,8.63004171314727,6.768450145803702,0.4485418928597937,1
40,-6.267425937246231,-10.55704688750028,-26.8666957109824,0
41,-42.31697401133451,-31.63550586411447,-22.862713125016953,1
42,-14.910844252726369,-7.631878690490889,-2.556545025300841,0
43,13.057325946647794,10.367187108499028,-4.14370114599625,1
44,20.390383679816065,14.751586650280242,-16.33595609664917,1
45,-1.4324274365146188,-2.7065621743553336,-10.460087853543302,1
46,-1.2038052556960563,0.6332588653208885,-3.796777097962615,1
47,20.22302325936251,14.264638634615164,-2.650361954819324,1
48,-35.36775652682308,-30.621758929228523,-22.59020511337996,1
49,-12.39440619200468,6.080704927444458,12.301162004470823,0
50,-41.643430509065325,-31.567887587296337,-22.408598150705036,1
51,-9.251549572971316,-12.976101254595926,-29.482263061735367,0
52,8.791326496078304,7.779170276558337,1.7297465151253466,1
53,-13.454920741915704,-16.003037673447814,-26.29351489543915,0
54,-8.752830707539733,-7.673505605126803,-19.102245688438416,1
55,-13.70895294759653,-16.611970508682358,-23.377091481513585,0
56,-30.77864421526591,-20.067142011324563,-11.399838147262733,1
57,8.32094156394698,10.811703977988117,6.126458382529635,1
