,0,1,2,animal
115,-17.947032859354753,-20.617655885671713,-24.70564248057683,1
116,-2.7098709213288963,-3.5430350223420533,-13.985053177466858,0
117,-12.321818058006034,-19.48898952289512,-30.011880532636425,0
118,-4.73616791379522,-1.2711699074485556,-4.472423502809348,1
119,-2.7780968701746316,-0.2423878933707289,1.0187112802737637,1
120,-6.1724630088951375,-13.88279769494165,-13.65612974818558,1
121,-30.396524763888856,-28.796430841577283,-30.990898798915993,1
122,-19.64643896883532,-21.840924725100457,-34.892221610047514,0
123,-3.467848862068261,-5.8046122752085605,-26.47313625094285,0
124,-18.407424169479302,-20.686377207426005,-24.601244489411553,1
125,-13.458283638036177,-13.204464610125385,-23.49241006951035,0
126,-2.439651077401227,-7.494678547786132,-13.833280225457187,1
127,-18.31150624610267,-24.71605909383669,-29.01677856158365,1
128,-1.575876579114993,-7.764390064177218,-23.775147236718443,0
129,-7.05109934204391,-9.681575216209556,-10.714801971649,1
130,-28.288425235707187,-16.602949880614297,-17.872726388162693,0
131,-13.029831310920168,-19.390456444268,-30.658839677071768,0
132,-27.948289625114136,-26.605007427132715,-29.0873486683985,1
133,-33.91794998686552,-32.682010924147356,-34.320246980220894,1
134,-5.831394043229421,-12.262860490287595,-17.944556499726176,0
135,-16.68624707762464,-22.0081507545056,-30.46301674943459,0
136,-10.548133451182649,-11.371231608498402,-23.361228449675213,1
137,-3.485519878787703,-7.831401168559687,-29.18731618598021,0
138,-4.623838037062281,-6.0865039442818665,-7.619590196352076,1
139,-15.212252407038411,-4.4542589075178105,-13.07989324916467,1
140,14.841674591584775,0.8098052326602694,-0.8724900762077331,1
141,-5.162107272710385,-9.46502642746822,-29.133537264705893,0
142,-2.564729296396686,-2.3330189305544247,-9.839679009455566,1
143,0.3407716918911319,2.423021425287152,-5.439793029967524,0
144,-11.573709202512706,-8.89902600131219,-12.394436028568052,0
145,-14.5174013723233,-20.299803689957923,-20.83264592384802,1
146,-13.066047124267545,-18.60059290656354,-19.71692048288207,1
147,-15.086673529636542,-15.434308338081,-27.33187790210982,0
148,-7.9220103108294655,-11.917812414688733,-20.05687877954784,0
149,-6.916833833419444,-10.846316592403038,-10.8643987353815,1
150,-3.4279488585712428,-6.284828865889679,-23.756570335607822,0
151,-15.64311203266586,-23.48859784036684,-28.883279596180294,1
152,-14.804544877543703,-15.04629349164326,-20.089644815856545,1
153,-9.263239457174963,-8.240602831626383,-7.304808856927495,0
154,-8.019915482463588,0.4995133210571241,4.178008906934734,1
155,-20.40143494040496,-15.59951324090097,-20.1554099571471,0
156,-11.868646077776797,-14.079140013317812,-19.22021511354557,1
157,-3.763641089637532,-6.020593789,-24.93738979182621,0
158,-9.783614892439196,-11.618883145467,-20.713820537771603,0
159,-4.507833307240078,-15.022607904972674,-17.481427128152237,1
160,-17.510867592362207,-20.11848641897441,-21.166289207589717,1
161,-5.955591769866556,-13.3879701420009,-13.848148709798606,1
162,-6.108240894039815,-11.48506576717221,-13.027221541886693,1
163,-14.68191480929838,-9.691799639409084,-16.068329523129517,0
164,-4.768644152443351,-6.484626953656431,-27.240853497505153,0
165,-11.965094718974813,-17.469993586946565,-26.553021679873183,1
166,5.622366409144812,1.6824348926092636,-3.944947101145365,0
167,-1.933021466167233,-6.216485780364264,-12.783296088198322,1
168,-12.0908264262445,-10.78079095451976,-19.842387727031102,0
169,-10.794509145082444,-16.088011672835716,-18.080753624407432,1
170,-15.07889939882088,-6.168052451628283,-6.977900882171459,1
171,0.5389625671562887,-6.288084963215079,-25.621002889703085,0
172,-6.938723086762309,-11.07952735331869,-15.097598347393758,1
173,-4.499871720043105,-7.616747711986977,-22.635533301033224,0
174,-19.424747555750805,-19.224322563539307,-23.05313505660188,1
175,-11.96985796163626,-14.516640558374704,-29.09961542977176,0
176,-6.013537658371539,-10.774368556533243,-15.376731260468192,1
177,-10.212381382487916,-8.67692935215624,-21.65378235034733,0
178,3.434922986979789,-0.2314665310145106,-6.323866894933508,1
179,9.530439048319602,6.125457241203685,2.3506152645269665,0
180,-4.989772693109392,-11.499781810109988,-13.6401672293586,1
181,-10.418728928986356,-22.556133251413,-37.063205742801685,1
182,-1.3344885551507168,-0.7223908082022061,3.9597514952443498,1
183,-6.015456914787505,-10.181611933048623,-11.115188396988955,1
184,-2.980554867486107,4.069898264696452,-8.30682455242725,0
185,1.230517646099823,-11.1389880567645,-19.58046851451348,0
186,-16.89148766117574,-7.087416249216486,-16.652021990504917,1
187,-8.70582064514433,-7.101753985369856,-1.6759474210007923,0
188,1.6465122610747656,1.9318216437732,-1.869819184499544,1
189,-6.197639100951135,-9.859594922152068,-26.896437963649095,0
190,-40.33593478172096,-40.26105550208042,-40.29935647706525,1
191,-5.551093491744621,-7.559278338724722,-24.016502379582448,0
192,-23.413032117961368,-25.591367241673925,-30.80630348869466,1
193,-4.389421646255261,-9.067442220420691,-21.300527411072093,0
194,-9.945631309333738,1.1582309613276798,-2.563672426095006,1
195,-8.730806292955197,-12.966751654932525,-14.178505036757477,1
196,-4.579119054147176,-14.746529841653768,-21.368040752356247,1
197,-4.791218923938141,-6.047372564795866,-24.93189774799268,0
198,-11.491396929086704,-2.3036752335090815,-5.525880173165134,1
199,-0.1549127522186609,-6.083728523208265,-22.72585399951602,0
200,-2.689402340771903,-5.1366907243017,-25.987285596613223,0
201,-14.276708331160894,-16.673052540385772,-28.15023743898204,0
202,6.117050391622558,2.4452079737241026,-3.43567856614974,1
203,-7.90551578101207,-12.385652918516271,-26.283255239466065,0
204,-5.934277876821214,-10.48867933294457,-17.167462308477877,1
205,-9.6209882507373,-16.450672698618916,-25.47163212426895,0
206,-9.556330368347457,-15.84163302184255,-23.33463533112406,0
207,-3.830306607954914,-7.621955454492914,-6.574469442521715,1
208,-1.8520538709076144,7.902916400103345,-0.4979049701351698,1
209,-4.725041623067111,4.361224763792008,-2.5161488438907424,1
210,-7.466881890049931,-14.135432809614809,-17.201848710201997,1
211,-20.22971054775407,-9.340337017626371,-16.100640688935144,0
212,-11.7946056385572,-0.2255660616529725,-8.602425512941812,0
213,-6.5789204495290745,-8.000258063744456,-12.989683794553049,1
214,-14.219560212031382,-18.816645915364607,-32.446394525427934,0
215,2.524499651889462,1.247398093348838,-1.858547215281089,1
216,-8.448453174967494,-11.772683378266098,-24.120307577642745,0
217,4.568809345921174,-0.5023739258390253,-22.002691306973357,0
218,-5.846903867296103,-4.277440135003133,-26.02970554761048,0
219,-12.660941998937629,-9.416052127147063,-13.287384880966412,1
220,-6.1478622760405255,-11.615156364075384,-29.34341251368745,0
221,-5.5498691991330595,-16.123068871048638,-21.840170388888687,1
222,-10.035910164834451,-16.528540911680786,-18.74104106957847,1
223,-20.000938411596827,-24.351238781509355,-19.537372233710386,1
224,7.124595024062279,1.1222746078913155,-16.235429508278433,0
225,-21.429377360052648,-5.119884686837421,-13.959141968536011,1
226,-5.384786922817268,-6.833761864331213,-26.633342639626,0
227,-15.71131576598322,-10.041931432860476,-14.428279748127483,1
228,3.722209262135448,0.0528874533475822,-24.327449596152228,0
229,-21.35684175456117,-18.436810974362153,-25.870380660911323,0
230,-1.9087308394532805,7.624661056991788,7.527107111693565,1
231,-1.7998327943810075,-2.724800750685649,-15.653817261131111,0
232,1.2407311317899572,-5.330269223128529,-8.529426302722806,1
233,-1.3377073718412051,-7.881713709653781,-15.588810316582414,0
234,-3.7937969305170647,-7.446450342825097,-13.5910650383941,1
235,-18.851752099015293,-22.472286795078812,-27.90800599261743,1
236,-7.040753408861678,-8.330243715973578,-14.93604731506959,1
237,-4.130441770508826,-7.459710464303592,-7.688110357737058,1
238,-7.712656580713277,-13.969867575495268,-19.832734469026622,1
239,-28.843418179219327,-21.96057136225352,-19.354862903076334,1
240,-15.039379900440167,-17.287637438707485,-30.557566720092424,0
241,0.0693730354072017,0.923867458264259,-1.654958345311912,1
242,-1.089127401955714,-0.1589024867193505,-21.473475608223712,0
243,-12.564223396574892,-0.1728839028683172,-4.048159899884236,1
244,-23.42571436767984,-19.33236616504164,-25.57207511506684,0
245,5.868436819174652,0.5396123930367692,-23.474404989848345,0
246,-22.330536665628145,-9.761131334167011,-13.298838852422444,1
247,4.19674924450656,0.8893986057625666,-24.831123431769687,0
248,-26.307351913711187,-13.553723565234218,-11.825565316526824,1
249,3.216207543508413,-0.3911898573535594,-16.13027576002128,0
250,-4.518064221004484,-12.048993927530333,-9.97516620780515,1
251,-17.754467564560308,-21.72970200544972,-19.402838131792745,1
252,-2.6918373778612152,-8.731570679093396,-12.179804586021769,1
253,-9.624601971341724,-12.82544359390217,-15.830782718400812,1
254,5.034412183666299,-1.0186552260455808,-23.82564868412381,0
255,-6.698440066728388,-20.47130754749123,-25.36936598748372,1
256,0.9466585197135224,-5.973903231119001,-25.800825574634807,0
257,-14.431944519889717,-17.034785805346594,-24.716509485716205,0
258,-3.876362914786391,-4.219203347599377,-4.51111266525458,1
259,-17.263917945687233,-20.586914164174352,-31.85930478465289,0
260,-19.824702109835503,-21.130350103672697,-23.409600203217973,1
261,6.2846061287360495,-4.845996088534593,-13.108633451457871,0
262,-6.83016303267843,-9.335956871200384,-17.905510981642358,1
263,-20.93227505634615,-21.488137364164206,-25.063155179593092,1
264,-19.657115244047116,-25.421177325179993,-22.05327757212614,1
265,-6.931310014807655,-10.538213609961542,-18.247007574258312,1
266,-10.007617198411372,-1.3533139462881374,-14.208045563212544,0
267,-5.797963163039933,1.104618366768297,-2.0971970394809767,1
268,-15.499736958705949,-17.97747976663987,-27.30001332881931,0
269,-2.2234169402304764,-3.1291532990751425,-5.480642032620368,1
270,6.447451320431382,-1.1972213182678388,-20.83905042861622,0
271,-0.0131236247016004,-3.5037223746657444,-24.423570964679165,0
272,-2.587530871309286,-6.199848136540366,-20.19429672367734,1
273,4.280873669247027,2.7371541927095,-20.897511120762378,0
274,-14.065019471425536,-17.832146109171305,-19.741257856124648,1
275,-28.500706062334075,-19.982467625373825,-18.152942883871933,1
276,-19.35097547229051,-27.567084256420515,-26.337367627633338,1
